ID_Number,Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Fuel_Tank_Capacity in Litres,capacity points,Displacement in cc,displacement points,Cylinders,No of cylinder points,Valves_Per_Cylinder,Valve point,Emission_Norm in BS,emission points,ARAI_Certified_Mileage in km/litre,ARAI Mileage Points liquid,ARAI_Certified_Mileage_for_CNG in km/kg,ARAI Mileage Points CNG,Front_Brakes,front break points,Rear_Brakes,rear break points,Power_Steering,power steering point,Power_Windows,power window point,Odometer,odometer point,Speedometer,speedometer point,Tripmeter,tripmeter point,Seats_Material,seat material point,Type,type point,Audio system,audio system point,Bluetooth,bluetooth point,Boot_Space in L,Boot Space points,Fuel-lid_Opener,Fuel-lid opener point,Boot-lid_Opener,Boot-lid Opener points,Fuel_Gauge,Fuel Guage points,Low_Fuel_Warning,Low Fuel Warning point,Ventilation_System,Ventilation system points,Cruise_Control,Cruise Control points,Airbags,Airbags point,Power in PS,Power Points,torque in NM,Torque points,POINT SUM,torque in NM old,Drivetrain,Cylinder_Configuration,Torque,Engine_Location,Fuel_System,Height in MM,Length in MM,Width in MM,Body_Type,Doors,City_Mileage in km/litre,Power,Highway_Mileage in km/litre,Kerb_Weight in kg,Gears,Ground_Clearance in MM,Front_Suspension,Rear_Suspension,Front_Track in MM,Rear_Track in MM,Front_Tyre,Rim WR,RIMS CORRECT,Rear_Tyre_&_Rim,Power_Seats,Keyless_Entry,RPM PS,Tachometer,Seating_Capacity,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,A _(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs2,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
806,Mercedes,Mercedes-Benz C-Class Cabriolet,C300,6426497,Petrol,60,3,1991,6,4,4,4,0,6,3,14.49,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,Only Front Windows,1,Analog,1,Analog,1,Yes,1,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,580,5,With Remote,3,With Remote,3,Yes,1,Yes,1,Fully automatic climate control,7,Yes,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags",7,258,7,370,7,83,370,RWD (Rear Wheel Drive),In-line,370NM@1800-4000rpm,"Front, Longitudinal",Injection,1409,4686,1810,Convertible,2,,258PS@6100rpm,,,9,,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,,,225/50 R17,225/50 R17,R17,225/50 R17,"Yes, with memory",Smart Key,5800,Analog,4,2840 mm,225/50 R17,Yes,Yes,Yes,Yes,3 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Automatic,Analog,5.8 meter,Yes,,Not Applicable,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2200 kg,Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
807,Bmw,Z4 Roadster,Sdrive 20I,6490000,Petrol,52,2,1998,6,4,4,4,0,6,3,7.6,1,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Yes,1,Digital,2,Yes,2,Leather,1,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,281,4,"With Remote, Internal",1,"With Remote, Internal",5,Digital,2,Yes,1,Fully automatic climate control,7,Yes,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",3,197,6,320,6,78,320 ,RWD (Rear Wheel Drive),In-line,320 NM@1450rpm,"Front, Transverse",Injection,1304,4324,2024,"Sports, Convertible",2,,197PS@6500rpm,,1495,8,,Adaptive Dynamics system,Adaptive Dynamics system,1609,1616,225 / 50 R17,225 / 50 R17,R17,255 / 45 R17,"Yes, with memory",Smart Key,4500,Yes,2,2470 mm,225/50 R17,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Automatic,Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,"Eco, Sport, Normal, Comfort",Yes,,Yes,,,,,Yes,Yes,Front Row,1740 kg,Yes,Yes,Yes,Yes,4,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,1,Yes,Yes,,none
808,Bmw,Z4 Roadster,M 40I,7890000,Petrol,52,2,2998,7,6,6,4,0,6,3,7.6,1,0,0,Solid Disc,2,Ventilated Disc,2,Electric Power,2,All Windows,2,Yes,1,Yes,1,Yes,1,Leather,1,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,281,4,"With Remote, Internal",1,"With Remote, Internal",5,Digital,2,Yes,1,Fully automatic climate control,7,Yes,1,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",3,340,9,500,10,85,500,RWD (Rear Wheel Drive),In-line,500NM@1600-4500rpm,"Front, Longitudinal",Injection,1304,4324,1459,"Sports, Convertible",2,,340PS@6000rpm,,1610,8,,Adaptive M Suspension,Adaptive M Suspension,1609,1616,255 / 335 R19,255 / 335 R19,R19,255 / 335 R19,Yes,Smart Key,5000,Yes,2,2470 mm,255 / 335 R19,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Automatic,Digital,,Yes,Driver & Front Passenger,,Yes,,Yes,,,,"Normal, Comfort, Eco, Sport",Yes,,Yes,,,,,Yes,Yes,Front Row,1860 kg,Yes,Yes,Yes,,4,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,,Yes,Yes,2.4 PSI,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,1,Yes,Yes,,none
809,Mercedes,Mercedes-Benz V-Class,Expression Elwb,6840000,Diesel,93,4,2143,6,4,4,4,0,6,3,16.6,4,0,0,Ventilated Disc,3,Ventilated Disc,2,Yes,1,All Windows,2,Yes,1,Digital,2,Yes,2,Leather,1,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,610,6,"Internal, Manual",3,"With Remote, Internal",5,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",3,163,5,380,7,82,380,RWD (Rear Wheel Drive),In-line,380NM@1400-2400rpm,"Front, Transverse",Injection,1880,5370,1928,MUV,5,,163PS@3800rpm,,,7,,,,,,245/45 R17,245/45 R17,R17,245/45 R17,,Smart Key,3800,Yes,7,3430 mm,245/45 R17,Yes,Yes,Yes,Yes,3 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Automatic,Analog + Digital,,Yes,Driver & Front Passenger,Yes,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,3100 kg,Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
810,Mercedes,Mercedes-Benz V-Class,Exclusive Lwb,8190000,Diesel,93,4,2143,6,4,4,4,0,6,3,16.6,4,0,0,Ventilated Disc,3,Ventilated Disc,2,Yes,1,All Windows,2,Yes,1,Yes,1,Yes,1,Leather,1,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,610,6,"With Remote, Internal",1,"With Remote, Internal",5,Yes,1,Yes,1,2 Zone Climate Control,3,Yes,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",3,163,5,380,7,77,380,RWD (Rear Wheel Drive),In-line,380NM@1400-2400rpm,"Front, Transverse",Injection,1880,5140,1928,MUV,5,,163PS@3800rpm,,,7,,,,,,205/55 R16,205/55 R16,R16,205/55 R16,,Smart Key,3800,Yes,6,3200 mm,205/55 R16,Yes,Yes,Yes,Yes,3 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Automatic,Digital,,Yes,Driver & Front Passenger,Yes,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,3100 kg,Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
811,Mercedes,Mercedes-Benz V-Class,Elite,11000000,Diesel,70,3,1950,6,4,4,4,0,6,3,16,4,0,0,Ventilated Disc,3,Ventilated Disc,2,Electro-Hydraulic,2,All Windows,2,Digital,2,Digital,2,Yes,2,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,610,6,With Remote,3,With Remote,3,Digital,2,Yes,1,Fully automatic climate control,7,Yes,1,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Front passenger pelvic airbag, Driver pelvic airbag",9,163,5,380,7,89,380,RWD (Rear Wheel Drive),V,380NM@2400rpm,"Front, Transverse",Injection,1901,5140,1928,MPV,5,,163PS@4200rpm,,,9,,,,1666,1646,205 / 55 R17,205 / 55 R17,R17,205 / 55 R17,"Yes, with memory",Smart Key,4200,Digital,6,3200 mm,,Yes,Yes,Yes,Yes,3 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Automatic,Digital,,Yes,Driver & Front Passenger,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Eco, Sport, Normal, Comfort",,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,All Rows,,Yes,Yes,Yes,Yes,10,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,none
812,Audi,Q7,45 Tdi Premium Plus,7221500,Diesel,75,4,2967,7,6,6,4,0,4,2,14.75,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Digital,2,2,2,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,295,4,Internal,5,"With Remote, Internal",5,Digital,2,Yes,1,4 Zone climate control,4,Yes,1,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",7,249,7,600,11,95,600,AWD (All Wheel Drive),In-line,600NM@1500-3000rpm,"Front, Transverse",Injection,1740,5052,1968,SUV,5,9.3,249PS@4500rpm,12.6,2330,8,200,adaptive air suspesion,adaptive air suspesion,1679,1691,255/60R18,255/60R18,R18,255/60R18,Yes,Smart Key,4500,Analog,7,2994 mm,255/60R18,Yes,4,Yes,Yes,2 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Automatic,Analog + Digital,6.1 meter,Yes,Driver & Front Passenger,Yes,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
813,Audi,Q7,45 Tdi Technology Pack,8021500,Diesel,75,4,2967,7,6,6,4,0,4,2,14.75,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Digital,2,2,2,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,295,4,Internal,5,"With Remote, Internal",5,Digital,2,Yes,1,4 Zone climate control,4,Yes,1,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",7,249,7,600,11,95,600,AWD (All Wheel Drive),In-line,600NM@1500-3000rpm,"Front, Transverse",Injection,1740,5052,1968,SUV,5,9.3,249PS@4500rpm,12.6,2330,8,200,adaptive air suspesion,adaptive air suspesion,1679,1691,255/55R19,255/55R19,R19,255/55R19,Yes,Smart Key,4500,Analog,7,2994 mm,255/55R19,Yes,4,Yes,Yes,2 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Automatic,Analog + Digital,6.1 meter,Yes,Driver & Front Passenger,Yes,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
814,Audi,Q7,40 Tfsi Quattro Premium Plus,6921500,Petrol,75,4,1984,6,6,6,4,0,4,2,11.68,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Digital,2,2,2,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,295,4,Internal,5,"With Remote, Internal",5,Digital,2,Yes,1,4 Zone climate control,4,Yes,1,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",7,252,7,370,7,90,370,AWD (All Wheel Drive),In-line,370NM@1600-4500rpm,"Front, Longitudinal",Injection,1740,5052,1968,SUV,5,,252PS@4500rpm,,2330,8,200,adaptive air suspesion,adaptive air suspesion,1679,1691,255/60R19,255/60R19,R19,255/60R19,Yes,Smart Key,4500,Analog,7,2994 mm,255/60R19,Yes,4,Yes,Yes,2 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Automatic,Analog + Digital,6.1 meter,Yes,Driver & Front Passenger,Yes,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
815,Audi,Q7,40 Tfsi Quattro Technology Pack,7621500,Petrol,75,4,1984,6,6,6,4,0,4,2,13.55,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Digital,2,2,2,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,295,4,Internal,5,"With Remote, Internal",5,Digital,2,Yes,1,4 Zone climate control,4,Yes,1,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",7,252,7,370,7,90,370,AWD (All Wheel Drive),In-line,370NM@1600-4500rpm,"Front, Longitudinal",Injection,1740,5052,1968,SUV,5,,252PS@6000rpm,,2330,8,200,adaptive air suspesion,adaptive air suspesion,1679,1691,255/55R19,255/55R19,R19,255/55R19,Yes,Smart Key,5000,Analog,7,2994 mm,255/55R19,Yes,4,Yes,Yes,2 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Automatic,Analog + Digital,6.1 meter,Yes,Driver & Front Passenger,Yes,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,11.68 km/full charge
816,Audi,Q7,45 Tdi Black Styling,8111500,Diesel,75,4,2967,7,6,6,4,0,4,2,14.75,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Digital,2,2,2,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,295,4,Internal,5,"With Remote, Internal",5,Digital,2,Yes,1,4 Zone climate control,4,Yes,1,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",7,249,7,600,11,95,600,AWD (All Wheel Drive),In-line,600NM@1500-3000rpm,"Front, Transverse",Injection,1740,5052,1968,SUV,5,9.3,249PS@4500rpm,12.6,2330,8,200,adaptive air suspesion,adaptive air suspesion,1679,1691,255/55R19,255/55R19,R19,255/55R19,Yes,Smart Key,4500,Analog,7,2994 mm,255/55R19,Yes,4,Yes,Yes,2 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Automatic,Analog + Digital,6.1 meter,Yes,Driver & Front Passenger,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
817,Audi,Q7,40 Tfsi Quattro Black Styling,7711500,Petrol,75,4,1984,6,6,6,4,0,4,2,11,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Digital,2,2,2,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,295,4,Internal,5,"With Remote, Internal",5,Digital,2,Yes,1,4 Zone climate control,4,Yes,1,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",7,252,7,370,7,90,370,AWD (All Wheel Drive),In-line,370NM@1600-4500rpm,"Front, Longitudinal",Injection,1740,5052,1968,SUV,5,,252PS@6000rpm,,2330,8,200,adaptive air suspesion,adaptive air suspesion,1679,1691,255/55R19,255/55R19,R19,255/55R19,Yes,Smart Key,5000,Analog,7,2994 mm,255/55R19,Yes,4,Yes,Yes,2 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Automatic,Analog + Digital,6.1 meter,Yes,Driver & Front Passenger,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,11.68 km/full charge
818,Land Rover,Range Evoque Convertible,2.0 Hse Dynamic,6952964,Petrol,54,2,1998,6,4,4,4,0,4,2,15.7,3,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,251,4,Internal,5,"With Remote, Internal",5,Digital,2,Yes,1,Fully automatic climate control,7,Yes,1,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",6,240,7,340,6,86,340,4WD,In-line,340NM@1500rpm,"Front, Longitudinal",Injection,1609,4370,1900,Convertible,5,15.68,240PS@5500rpm,,2013,9,,MacPherson Strut,Multi - link,1621,1629,155/85R18,155/85R18,R18,155/85R18,"Yes, with memory",Smart Key,5500,Analog,4,2660 mm,155/85R18,Yes,Yes,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Automatic,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2410 kg,Yes,Yes,Yes,Yes,7,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,,none
819,Land Rover,Range Velar,2.0 Diesel R-Dynamic S,7246802,Diesel,60,3,1999,6,4,4,4,0,4,2,15.7,3,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,623,6,Internal,5,"With Remote, Internal",5,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger head airbags",4,179,6,430,7,83,430,4WD,In-line,430NM@1750-2500rpm,"Front, Longitudinal",Injection,1665,4797,2145,SUV,5,15.68,179PS@4000rpm,15.7,,9,,MacPherson Strut,Multi - link,,,235/65R17,235/65R17,R17,235/65R17,,Smart Key,4000,Analog,5,2874 mm,235/65R17,Yes,Yes,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Automatic,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
820,Land Rover,Range Velar,2.0 Petrol R-Dynamic S,7246802,Petrol,65,3,1997,6,4,4,4,0,4,2,12.63,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,623,6,Internal,5,"With Remote, Internal",5,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Rear passenger head airbags",5,250,7,365,7,84,365,4WD,In-line,365NM@1500rpm,"Front, Transverse",Injection,1665,4797,2145,SUV,5,12.63,250PS@5500rpm,,,9,,McPherson,Integral Coil Spring,,,235/65R17,235/65R17,R17,235/65R17,Yes,Smart Key,5500,Analog,5,2874 mm,235/65R17,Yes,Yes,Yes,Yes,3 Years / 100000 km (whichever comes first),Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Automatic,Analog + Digital,,Yes,Driver & Front Passenger,,,Yes,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,Yes,Yes,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,none
